Incident_ID,Incident_Type,Area,Time_of_Day,Day_of_Week,Weather,Crowd_Level,CCTV_Available,Police_Response_Time,Ambulance_Response_Time,Fire_Response_Time,Number_of_People,Severity_Score,Previous_Incidents,Emergency_Level
7588,Theft,North,Morning,Saturday,Rainy,Medium,Yes,11.0,12,4,55,1,9,Medium
7589,Theft,West,Evening,Tuesday,Rainy,Low,No,7.0,26,8,453,6,3,High
7590,Fire,West,Evening,Wednesday,Cloudy,Medium,Yes,10.0,18,27,350,5,5,High
7591,Fire,East,Morning,Wednesday,Cloudy,Medium,No,8.0,17,23,326,3,17,High
7592,Medical,East,Evening,Saturday,Rainy,Low,Yes,12.0,17,24,260,2,19,High
7593,Medical,South,Evening,Tuesday,Rainy,Low,Yes,6.0,10,34,43,1,13,Medium
7594,Assault,Central,Afternoon,Tuesday,Sunny,Low,No,3.0,19,11,423,2,10,High
7595,Fire,North,Morning,Wednesday,Rainy,Low,No,15.0,19,24,44,2,8,Medium
7596,Theft,South,Night,Sunday,Cloudy,Medium,No,6.0,13,19,230,6,1,Medium
7597,Accident,East,Morning,Wednesday,Sunny,High,Yes,6.0,26,12,337,10,18,High
7598,Accident,North,Morning,Friday,Rainy,Low,No,3.0,6,25,130,3,5,Medium
7599,Fire,West,Afternoon,Saturday,Sunny,High,Yes,18.0,17,22,354,10,13,High
7600,Theft,South,Night,Wednesday,Sunny,High,No,14.0,18,15,104,2,5,Medium
7601,Fire,Central,Night,Thursday,,,Yes,,8,31,364,1,10,Medium
7602,Medical,West,Morning,Thursday,Rainy,Medium,No,21.0,12,21,64,7,13,High
7603,Theft,West,Evening,Saturday,Cloudy,Low,Yes,25.0,21,15,232,9,20,High
7604,Accident,Central,Afternoon,Saturday,Rainy,Low,No,3.0,13,28,174,8,15,High
7605,Fire,North,Night,Wednesday,Cloudy,Low,No,9.0,20,30,389,4,1,Medium
7606,Theft,Central,Afternoon,Thursday,Sunny,Medium,No,6.0,30,13,130,8,7,High
7607,Fire,North,Night,Sunday,Cloudy,Medium,Yes,24.0,20,24,115,8,9,High
7608,Assault,North,Morning,Wednesday,Rainy,High,No,17.0,28,25,335,7,8,High
7609,Theft,East,Afternoon,Friday,Sunny,Low,No,17.0,24,31,54,5,11,High
7610,Medical,Central,Night,Tuesday,Sunny,Low,No,8.0,6,32,359,3,17,High
7611,Fire,South,Night,Friday,Rainy,High,No,8.0,9,11,438,4,8,High
7612,Theft,Central,Afternoon,Sunday,Cloudy,Medium,No,21.0,22,28,85,4,10,High
7613,Accident,East,Afternoon,Tuesday,Cloudy,High,Yes,22.0,21,19,280,6,11,High
7614,Accident,North,Night,Thursday,Cloudy,Low,Yes,24.0,5,22,306,2,8,Medium
7615,Medical,East,Morning,Wednesday,Sunny,High,No,12.0,21,20,39,8,11,High
7616,Assault,West,Afternoon,Sunday,Rainy,Low,No,16.0,26,4,473,3,7,High
7617,Medical,West,Evening,Thursday,Rainy,Low,Yes,15.0,21,24,484,5,0,Medium
7618,Assault,West,Evening,Wednesday,Rainy,Medium,Yes,7.0,14,25,444,6,15,High
7619,Medical,South,Morning,Saturday,Rainy,Low,Yes,21.0,23,34,465,10,16,High
7620,Fire,South,Night,Saturday,Sunny,Low,No,16.0,6,27,204,5,13,High
7621,Theft,West,Evening,Saturday,Sunny,High,Yes,3.0,15,14,58,8,6,High
7622,Assault,West,Afternoon,Wednesday,Rainy,High,Yes,17.0,28,4,332,10,2,High
7623,Accident,North,Morning,Wednesday,Rainy,High,Yes,25.0,7,11,443,1,5,Medium
7624,Medical,Central,Night,Monday,Rainy,High,Yes,19.0,11,18,251,7,6,High
7625,Theft,South,Night,Monday,Cloudy,Low,Yes,8.0,20,34,209,6,7,High
7626,Accident,West,Night,Sunday,Cloudy,Medium,No,18.0,15,12,259,9,20,High
7627,Medical,West,Evening,Tuesday,Rainy,Medium,Yes,10.0,19,35,208,3,8,Medium
7628,Assault,Central,Evening,Saturday,Cloudy,High,No,5.0,29,11,483,2,14,High
7629,Medical,East,Evening,Sunday,Cloudy,Low,No,15.0,11,23,286,10,5,High
7630,Medical,Central,Morning,Wednesday,Cloudy,High,No,14.0,30,21,444,4,14,High
7631,Theft,North,Morning,Friday,Cloudy,High,No,25.0,13,11,391,2,2,Low
7632,Medical,East,Night,Monday,Sunny,Medium,Yes,24.0,5,26,193,3,18,High
7633,Medical,East,Morning,Saturday,Cloudy,Low,No,25.0,17,31,65,10,12,High
7634,Theft,South,Evening,Sunday,Rainy,High,No,11.0,20,18,98,1,18,High
7635,Assault,West,Evening,Monday,Sunny,Low,No,6.0,14,35,254,1,11,Medium
7636,Assault,South,Morning,Friday,Cloudy,Medium,Yes,16.0,30,5,129,8,3,High
7637,Accident,East,Night,Saturday,Rainy,Low,Yes,20.0,22,12,460,5,15,High
7638,Medical,West,Afternoon,Thursday,Cloudy,Medium,Yes,12.0,6,13,322,9,5,High
7639,Theft,East,Evening,Friday,Sunny,High,No,4.0,22,32,160,7,15,High
7640,Assault,East,Night,Friday,Rainy,Low,Yes,3.0,30,13,247,1,6,Medium
7641,Fire,West,Evening,Friday,Rainy,High,Yes,3.0,6,21,184,1,1,Low
7642,Fire,South,Afternoon,Sunday,Rainy,Low,No,14.0,13,15,173,8,8,High
7643,Medical,West,Afternoon,Tuesday,Sunny,Medium,Yes,12.0,19,12,129,10,6,High
7644,Theft,West,Morning,Friday,Cloudy,Medium,No,14.0,23,29,360,10,18,High
7645,Assault,East,Morning,Saturday,Cloudy,Medium,Yes,20.0,21,12,377,9,3,High
7646,Assault,South,Afternoon,Monday,Sunny,Medium,No,18.0,9,23,190,3,9,Medium
7647,Fire,North,Evening,Tuesday,Cloudy,High,No,3.0,23,21,355,9,9,High
7648,Accident,East,Night,Monday,Cloudy,High,No,18.0,26,6,216,7,9,High
7649,Assault,North,Night,Monday,Sunny,Low,Yes,16.0,24,27,116,2,1,Low
7650,Fire,West,Afternoon,Saturday,Rainy,Medium,Yes,19.0,20,24,338,3,20,High
7651,Assault,North,Night,Monday,Sunny,High,Yes,9.0,16,8,289,7,10,High
7652,Fire,West,Morning,Tuesday,Sunny,High,Yes,6.0,19,13,40,3,7,Medium
7653,Theft,Central,Night,Wednesday,Cloudy,Medium,Yes,22.0,15,23,24,1,3,Low
7654,Accident,West,Night,Tuesday,Rainy,High,No,16.0,19,5,105,4,8,Medium
7655,Assault,Central,Evening,Thursday,Sunny,High,Yes,4.0,10,15,495,2,9,High
7656,Theft,Central,Morning,Tuesday,Cloudy,High,Yes,12.0,27,29,140,10,16,High
7657,Fire,West,Night,Sunday,Sunny,Low,Yes,20.0,29,22,289,4,16,High
7658,Theft,West,Evening,Saturday,Sunny,Low,No,23.0,7,25,105,9,20,High
7659,Medical,North,Afternoon,Monday,Rainy,Low,Yes,11.0,21,29,481,3,0,Medium
7660,Medical,Central,Afternoon,Tuesday,Sunny,Medium,No,13.0,6,30,377,10,4,High
7661,Fire,North,Evening,Thursday,Cloudy,Medium,Yes,16.0,25,31,339,6,20,High
7662,Assault,West,Evening,Wednesday,Sunny,High,Yes,6.0,16,11,381,5,2,Medium
7663,Accident,West,Evening,Saturday,Cloudy,High,Yes,25.0,8,12,275,2,3,Low
7664,Assault,North,Night,Thursday,Sunny,Low,Yes,22.0,24,7,276,8,17,High
7665,Theft,North,Afternoon,Monday,Rainy,Low,Yes,8.0,21,13,86,10,5,High
7666,Theft,Central,Afternoon,Tuesday,Sunny,Medium,No,12.0,8,33,352,5,16,High
7667,Theft,West,Evening,Monday,Cloudy,Medium,No,22.0,7,26,225,2,14,High
7668,Assault,North,Evening,Friday,Cloudy,High,No,9.0,17,4,67,4,0,Low
7669,Accident,East,Night,Saturday,Cloudy,Medium,No,17.0,21,20,427,1,6,Medium
7670,Theft,South,Morning,Saturday,Cloudy,Low,Yes,6.0,28,22,347,7,6,High
7671,Medical,North,Morning,Monday,Rainy,Low,No,21.0,14,35,91,3,7,Medium
7672,Fire,West,Evening,Thursday,Cloudy,High,Yes,15.0,26,29,59,8,11,High
7673,Fire,East,Afternoon,Friday,Sunny,Medium,No,23.0,24,35,19,2,18,High
7674,Assault,West,Afternoon,Monday,,,Yes,,11,12,454,1,11,Medium
7675,Fire,West,Morning,Friday,Sunny,Medium,No,17.0,9,12,384,6,18,High
7676,Accident,Central,Afternoon,Monday,Cloudy,Medium,Yes,20.0,21,20,340,3,20,High
7677,Medical,North,Afternoon,Tuesday,Sunny,Medium,No,24.0,29,6,307,5,12,High
7678,Medical,West,Evening,Monday,Rainy,Medium,Yes,7.0,24,13,449,3,12,High
7679,Medical,North,Afternoon,Saturday,Rainy,Medium,No,7.0,14,27,460,3,16,High
7680,Medical,West,Afternoon,Wednesday,Sunny,Low,No,14.0,21,16,299,10,17,High
7681,Accident,North,Evening,Saturday,Rainy,Low,No,17.0,10,24,153,7,2,Medium
7682,Medical,East,Afternoon,Monday,Rainy,Medium,Yes,14.0,10,17,104,6,8,High
7683,Accident,Central,Night,Saturday,Cloudy,High,No,4.0,28,27,470,2,2,Medium
7684,Fire,East,Afternoon,Thursday,Cloudy,Low,Yes,11.0,8,19,88,3,7,Medium
7685,Accident,East,Evening,Saturday,Rainy,Low,Yes,22.0,16,30,163,7,3,High
7686,Fire,Central,Night,Sunday,Rainy,Low,No,6.0,24,35,207,6,12,High
7687,Theft,West,Night,Friday,Rainy,High,Yes,24.0,15,33,337,7,20,High
7688,Medical,West,Night,Tuesday,Rainy,Low,Yes,9.0,9,27,2,3,1,Low
7689,Theft,Central,Morning,Tuesday,Cloudy,Medium,No,25.0,21,34,211,2,18,High
7690,Fire,South,Night,Friday,Rainy,Low,Yes,9.0,22,12,57,8,15,High
7691,Accident,North,Afternoon,Sunday,Sunny,Low,No,23.0,20,8,401,1,5,Medium
7692,Assault,South,Night,Thursday,,,No,,20,16,21,10,2,High
7693,Fire,North,Morning,Tuesday,Cloudy,Medium,Yes,15.0,6,6,25,3,17,High
7694,Medical,West,Afternoon,Wednesday,Cloudy,High,Yes,11.0,25,33,330,7,9,High
7695,Medical,East,Night,Saturday,Rainy,Low,No,5.0,19,20,101,3,20,High
7696,Assault,East,Evening,Saturday,Cloudy,High,Yes,9.0,8,23,416,3,0,Medium
7697,Medical,South,Night,Sunday,Rainy,High,No,12.0,20,19,44,7,15,High
7698,Medical,Central,Evening,Thursday,Rainy,Medium,Yes,9.0,14,21,58,8,16,High
7699,Accident,West,Morning,Sunday,Rainy,High,Yes,16.0,15,27,188,6,7,High
7700,Accident,North,Night,Sunday,Cloudy,Low,Yes,21.0,28,12,104,4,16,High
7701,Medical,South,Evening,Monday,Sunny,Medium,Yes,10.0,8,15,214,1,17,High
7702,Theft,West,Night,Monday,Rainy,Low,No,22.0,6,35,459,4,10,High
7703,Fire,North,Night,Sunday,Sunny,Low,No,25.0,27,28,441,3,11,High
7704,Theft,North,Morning,Sunday,Cloudy,High,Yes,8.0,24,9,35,9,6,High
7705,Accident,Central,Afternoon,Thursday,Sunny,Medium,No,25.0,14,7,311,8,17,High
7706,Theft,Central,Evening,Friday,Sunny,Medium,No,15.0,16,15,313,10,16,High
7707,Assault,South,Morning,Thursday,Cloudy,Low,Yes,9.0,25,10,465,6,0,Medium
7708,Accident,North,Afternoon,Sunday,Cloudy,High,Yes,20.0,15,33,305,6,18,High
7709,Medical,South,Afternoon,Saturday,Rainy,Low,Yes,18.0,18,23,422,6,6,High
7710,Theft,North,Morning,Saturday,Cloudy,Medium,No,3.0,26,32,440,5,4,High
7711,Assault,East,Night,Thursday,Cloudy,Medium,No,6.0,21,6,114,4,18,High
7712,Fire,North,Night,Sunday,Rainy,Low,Yes,7.0,23,16,105,10,5,High
7713,Accident,Central,Morning,Thursday,Cloudy,Medium,No,10.0,7,6,282,3,19,High
7714,Fire,West,Night,Sunday,Cloudy,High,Yes,17.0,9,8,209,1,6,Medium
7715,Accident,Central,Night,Tuesday,Cloudy,Low,No,20.0,10,15,311,6,5,High
7716,Assault,East,Evening,Saturday,Rainy,Low,Yes,6.0,18,9,308,7,14,High
7717,Theft,South,Morning,Monday,Sunny,Low,No,6.0,16,8,17,4,16,High
7718,Theft,East,Evening,Sunday,Sunny,Medium,Yes,22.0,28,11,323,9,18,High
7719,Theft,South,Evening,Sunday,Rainy,Medium,No,5.0,15,28,295,5,8,High
7720,Accident,West,Evening,Saturday,Rainy,Low,Yes,17.0,11,33,289,4,0,Medium
7721,Accident,North,Morning,Tuesday,Rainy,Low,No,22.0,14,4,401,2,5,Medium
7722,Medical,Central,Night,Tuesday,Sunny,High,Yes,14.0,5,13,315,2,15,High
7723,Assault,South,Night,Wednesday,Rainy,Medium,No,12.0,24,26,135,8,11,High
7724,Assault,South,Afternoon,Saturday,Rainy,Low,No,8.0,7,28,284,8,6,High
7725,Assault,South,Morning,Monday,Rainy,Medium,Yes,24.0,21,16,461,6,13,High
7726,Accident,North,Night,Saturday,Cloudy,High,Yes,14.0,24,8,398,7,11,High
7727,Theft,South,Morning,Wednesday,Sunny,Low,No,25.0,30,25,119,8,7,High
7728,Fire,West,Afternoon,Tuesday,Rainy,Low,Yes,22.0,21,12,45,3,19,High
7729,Assault,North,Afternoon,Tuesday,Cloudy,Low,Yes,7.0,24,7,151,4,8,High
7730,Theft,West,Afternoon,Tuesday,Sunny,Medium,No,9.0,26,4,400,3,10,High
7731,Theft,South,Night,Sunday,Rainy,High,No,11.0,6,25,453,5,8,High
7732,Theft,East,Night,Saturday,Sunny,Medium,Yes,11.0,30,4,184,1,10,Medium
7733,Theft,Central,Afternoon,Sunday,Sunny,Low,Yes,12.0,24,18,333,10,8,High
7734,Fire,South,Afternoon,Sunday,Sunny,Low,No,24.0,10,15,179,2,6,Medium
7735,Accident,West,Morning,Friday,Cloudy,Low,No,8.0,17,22,485,2,12,High
7736,Fire,Central,Evening,Thursday,Cloudy,Low,No,23.0,7,8,226,9,4,High
7737,Theft,North,Afternoon,Friday,Cloudy,Low,No,18.0,13,16,94,1,5,Low
7738,Accident,West,Afternoon,Thursday,,,No,,12,9,116,6,12,High
7739,Fire,South,Afternoon,Sunday,Rainy,Low,No,23.0,18,4,227,8,4,High
7740,Assault,West,Morning,Tuesday,Sunny,High,Yes,21.0,25,5,177,4,18,High
7741,Theft,East,Afternoon,Wednesday,Sunny,Low,No,4.0,21,10,394,8,10,High
7742,Fire,North,Morning,Friday,Cloudy,High,No,16.0,16,12,66,3,18,High
7743,Fire,East,Morning,Friday,Sunny,Low,Yes,18.0,7,16,377,5,8,High
7744,Fire,East,Afternoon,Thursday,Cloudy,Low,Yes,15.0,6,28,389,7,17,High
7745,Medical,West,Night,Sunday,Rainy,Medium,Yes,11.0,21,32,50,9,16,High
7746,Fire,South,Morning,Thursday,Cloudy,Medium,Yes,4.0,26,19,16,2,18,High
7747,Medical,East,Night,Tuesday,Cloudy,Medium,Yes,9.0,7,28,436,6,15,High
7748,Theft,Central,Morning,Monday,Sunny,Low,No,14.0,22,13,314,7,2,High
7749,Assault,South,Afternoon,Thursday,Rainy,High,No,20.0,6,15,240,7,10,High
7750,Medical,Central,Afternoon,Thursday,Rainy,Medium,No,5.0,27,26,396,10,6,High
7751,Medical,West,Afternoon,Saturday,Sunny,Medium,No,15.0,21,25,173,9,16,High
7752,Fire,South,Evening,Sunday,Sunny,Medium,Yes,10.0,12,33,450,5,9,High
7753,Theft,Central,Night,Saturday,Cloudy,High,No,22.0,26,10,111,10,18,High
7754,Accident,Central,Night,Wednesday,Cloudy,High,No,6.0,12,35,450,3,3,Medium
7755,Fire,South,Evening,Tuesday,Cloudy,Low,Yes,18.0,24,33,18,3,12,High
7756,Medical,North,Morning,Monday,Cloudy,Low,Yes,23.0,16,22,491,7,18,High
7757,Medical,South,Evening,Saturday,Rainy,Medium,Yes,6.0,10,10,461,9,0,High
7758,Medical,Central,Evening,Friday,Cloudy,High,Yes,21.0,19,18,31,4,5,Medium
7759,Medical,South,Morning,Tuesday,Sunny,High,Yes,4.0,11,18,384,8,9,High
7760,Theft,North,Evening,Monday,,,Yes,,27,20,445,10,1,High
7761,Fire,Central,Evening,Sunday,Cloudy,Low,Yes,6.0,12,4,113,10,11,High
7762,Accident,South,Afternoon,Friday,Cloudy,High,No,23.0,6,17,98,2,6,Medium
7763,Accident,West,Evening,Monday,Cloudy,High,No,12.0,12,12,284,2,5,Medium
7764,Accident,East,Night,Friday,Cloudy,High,Yes,25.0,26,22,151,9,13,High
7765,Accident,South,Morning,Saturday,Rainy,Medium,No,15.0,16,21,462,4,6,High
7766,Assault,East,Afternoon,Tuesday,Rainy,Low,Yes,21.0,20,27,154,4,14,High
7767,Theft,East,Afternoon,Tuesday,Sunny,High,No,22.0,24,28,417,3,18,High
7768,Theft,East,Afternoon,Thursday,Cloudy,Medium,No,7.0,8,33,407,2,2,Medium
7769,Assault,South,Evening,Monday,Cloudy,Medium,No,12.0,11,16,485,1,17,High
7770,Assault,West,Morning,Thursday,Cloudy,Low,No,17.0,22,14,23,10,19,High
7771,Accident,South,Night,Wednesday,Cloudy,Low,No,23.0,28,35,75,5,1,Medium
7772,Theft,North,Morning,Thursday,Rainy,High,No,12.0,9,27,252,8,16,High
7773,Assault,East,Night,Sunday,Rainy,Medium,Yes,5.0,23,29,228,9,2,High
7774,Medical,West,Morning,Thursday,Cloudy,Medium,No,24.0,30,33,197,2,4,Low
7775,Fire,Central,Afternoon,Thursday,Sunny,Medium,No,12.0,6,19,44,6,10,High
7776,Medical,North,Afternoon,Friday,,,No,,30,29,124,6,13,High
7777,Accident,North,Morning,Sunday,Cloudy,Medium,No,14.0,15,21,355,2,9,Medium
7778,Medical,Central,Afternoon,Monday,Rainy,Medium,Yes,14.0,21,17,400,6,18,High
7779,Assault,South,Evening,Thursday,Rainy,Low,Yes,23.0,18,23,464,10,11,High
7780,Fire,West,Evening,Wednesday,Cloudy,Low,No,13.0,13,22,260,1,10,Medium
7781,Assault,Central,Afternoon,Friday,Cloudy,High,No,21.0,5,34,391,5,15,High
7782,Accident,West,Night,Saturday,,,No,,20,11,51,10,13,High
7783,Accident,North,Night,Tuesday,,,No,,27,17,16,9,12,High
7784,Medical,South,Night,Sunday,Rainy,Medium,No,20.0,22,7,413,8,15,High
7785,Fire,South,Morning,Friday,Sunny,High,Yes,8.0,6,5,235,2,14,High
7786,Accident,North,Morning,Sunday,Rainy,Low,No,5.0,30,21,26,3,0,Low
7787,Medical,North,Afternoon,Thursday,Sunny,Low,No,3.0,30,5,435,5,9,High
7788,Theft,East,Night,Friday,Rainy,High,Yes,7.0,14,18,83,8,9,High
7789,Fire,North,Morning,Thursday,Rainy,High,Yes,4.0,22,13,331,6,17,High
7790,Accident,East,Night,Wednesday,Sunny,Low,No,9.0,23,25,147,9,12,High
7791,Medical,West,Morning,Monday,Cloudy,Low,Yes,6.0,19,27,484,1,17,High
7792,Medical,North,Evening,Monday,Rainy,High,No,17.0,24,23,22,9,8,High
7793,Medical,North,Afternoon,Sunday,Cloudy,Low,Yes,19.0,9,27,465,9,16,High
7794,Accident,North,Night,Friday,Cloudy,Medium,Yes,19.0,8,8,84,8,10,High
7795,Fire,Central,Evening,Monday,Rainy,Medium,Yes,9.0,8,18,180,7,14,High
7796,Assault,West,Night,Monday,Cloudy,High,Yes,23.0,9,29,239,10,8,High
7797,Medical,West,Morning,Friday,Cloudy,High,No,25.0,17,13,100,3,6,Medium
7798,Fire,North,Evening,Tuesday,Cloudy,Low,No,21.0,14,35,255,1,20,High
7799,Fire,Central,Afternoon,Thursday,Rainy,High,No,4.0,22,28,181,8,20,High
7800,Theft,North,Afternoon,Wednesday,Cloudy,Low,No,20.0,13,16,406,10,20,High
7801,Medical,Central,Evening,Thursday,Sunny,Medium,Yes,10.0,17,30,335,1,8,Medium
7802,Accident,South,Afternoon,Monday,Rainy,Medium,Yes,10.0,15,31,265,2,11,High
7803,Assault,North,Morning,Saturday,Cloudy,High,No,10.0,29,23,316,2,13,High
7804,Assault,Central,Night,Tuesday,Cloudy,Low,Yes,19.0,17,5,352,6,18,High
7805,Assault,Central,Afternoon,Saturday,Cloudy,High,No,18.0,27,13,19,5,10,High
7806,Theft,West,Morning,Sunday,Cloudy,High,No,13.0,7,29,122,9,15,High
7807,Assault,South,Morning,Monday,Cloudy,Medium,No,13.0,7,26,446,1,6,Medium
7808,Accident,Central,Afternoon,Saturday,Sunny,Low,No,7.0,13,18,405,7,11,High
7809,Fire,East,Evening,Thursday,Cloudy,Low,No,12.0,15,18,9,6,12,High
7810,Medical,Central,Night,Sunday,Rainy,Medium,No,19.0,27,25,53,1,7,Low
7811,Fire,South,Afternoon,Wednesday,Cloudy,Medium,No,25.0,21,26,452,9,0,High
7812,Accident,Central,Evening,Saturday,Rainy,Low,Yes,16.0,10,14,73,4,7,Medium
7813,Theft,North,Morning,Thursday,Rainy,High,No,15.0,21,21,363,5,1,Medium
7814,Fire,North,Morning,Monday,Sunny,Medium,Yes,21.0,24,8,358,8,3,High
7815,Accident,North,Morning,Saturday,Cloudy,High,Yes,14.0,16,29,96,9,1,High
7816,Theft,East,Afternoon,Tuesday,Sunny,Low,No,3.0,28,34,336,10,14,High
7817,Accident,South,Evening,Sunday,Rainy,Medium,Yes,6.0,24,34,35,7,5,High
7818,Accident,West,Afternoon,Saturday,Rainy,Low,Yes,9.0,16,22,274,8,17,High
7819,Accident,East,Morning,Friday,Cloudy,Low,No,3.0,22,30,440,2,4,Medium
7820,Accident,Central,Evening,Thursday,Sunny,Medium,Yes,12.0,11,4,54,1,19,High
7821,Assault,North,Afternoon,Saturday,Rainy,Low,Yes,13.0,8,18,133,5,3,Medium
7822,Medical,South,Night,Monday,Cloudy,Low,No,6.0,10,34,475,7,0,High
7823,Fire,West,Afternoon,Sunday,Cloudy,Medium,No,24.0,13,4,24,7,5,High
7824,Accident,South,Morning,Monday,Sunny,Medium,Yes,21.0,30,27,279,9,14,High
7825,Theft,Central,Afternoon,Tuesday,Sunny,High,No,22.0,18,34,35,10,13,High
7826,Accident,North,Morning,Monday,Rainy,Low,No,14.0,5,16,487,9,4,High
7827,Medical,North,Night,Monday,Rainy,Low,Yes,4.0,5,19,206,8,9,High
7828,Fire,South,Night,Wednesday,Cloudy,Medium,No,8.0,13,20,210,3,2,Medium
7829,Assault,South,Evening,Thursday,Sunny,Medium,Yes,16.0,21,14,264,9,18,High
7830,Medical,Central,Night,Friday,Rainy,Low,Yes,13.0,24,35,222,5,5,Medium
7831,Fire,Central,Afternoon,Tuesday,Rainy,Low,Yes,3.0,17,34,430,6,10,High
7832,Medical,Central,Night,Tuesday,Cloudy,High,No,9.0,11,9,490,6,5,High
7833,Accident,Central,Afternoon,Friday,,,Yes,,22,35,400,8,0,High
7834,Medical,Central,Morning,Tuesday,Sunny,Low,No,5.0,26,33,405,2,6,Medium
7835,Theft,West,Evening,Friday,Rainy,High,No,9.0,11,26,367,6,11,High
7836,Theft,Central,Evening,Thursday,Sunny,Medium,Yes,23.0,18,35,278,7,9,High
7837,Assault,South,Evening,Sunday,Sunny,Medium,Yes,24.0,18,11,191,10,2,High
7838,Theft,South,Afternoon,Saturday,Sunny,Medium,Yes,17.0,9,16,129,10,14,High
7839,Assault,East,Night,Thursday,Sunny,High,Yes,12.0,25,24,488,5,6,High
7840,Fire,North,Afternoon,Tuesday,Rainy,Low,No,14.0,27,34,97,6,18,High
7841,Assault,North,Evening,Sunday,Sunny,Low,No,8.0,23,7,156,1,12,Medium
7842,Assault,South,Evening,Wednesday,Sunny,Medium,No,14.0,25,14,245,3,10,High
7843,Accident,Central,Afternoon,Friday,Cloudy,High,No,16.0,12,14,43,1,7,Low
7844,Assault,Central,Morning,Sunday,Rainy,High,Yes,14.0,23,31,237,6,2,Medium
7845,Theft,West,Morning,Tuesday,Sunny,Medium,Yes,16.0,7,29,30,6,8,High
7846,Assault,South,Morning,Thursday,Cloudy,Low,No,6.0,7,24,408,5,15,High
7847,Theft,South,Night,Wednesday,Rainy,High,No,9.0,8,15,330,7,2,High
7848,Theft,South,Afternoon,Wednesday,Rainy,High,Yes,6.0,28,28,122,9,10,High
7849,Medical,South,Morning,Friday,Sunny,Medium,No,15.0,11,17,295,2,4,Medium
7850,Theft,North,Evening,Thursday,Sunny,Medium,Yes,7.0,22,18,332,9,4,High
7851,Theft,West,Morning,Wednesday,Cloudy,High,Yes,14.0,15,31,214,9,18,High
7852,Theft,South,Morning,Tuesday,Cloudy,High,Yes,22.0,29,12,284,9,19,High
7853,Assault,South,Night,Wednesday,Rainy,Medium,No,24.0,19,17,361,9,5,High
7854,Fire,North,Evening,Friday,Sunny,Low,No,14.0,29,20,301,7,12,High
7855,Accident,West,Night,Monday,Sunny,High,No,12.0,14,30,4,6,20,High
7856,Medical,East,Morning,Thursday,Rainy,High,No,22.0,22,26,344,3,19,High
7857,Medical,West,Morning,Wednesday,Sunny,Medium,No,12.0,8,28,33,10,8,High
7858,Theft,South,Morning,Friday,Sunny,High,Yes,22.0,23,25,330,4,8,High
7859,Accident,East,Afternoon,Tuesday,Sunny,High,No,4.0,5,8,138,5,18,High
7860,Assault,East,Night,Wednesday,Cloudy,Medium,Yes,9.0,26,4,355,4,5,Medium
7861,Assault,East,Morning,Tuesday,Cloudy,High,No,3.0,8,7,406,5,20,High
7862,Medical,North,Evening,Thursday,Rainy,Medium,No,21.0,19,14,98,8,11,High
7863,Accident,North,Night,Wednesday,Cloudy,High,No,22.0,12,12,420,7,9,High
7864,Medical,Central,Night,Saturday,Sunny,Low,No,23.0,5,8,95,5,15,High
7865,Assault,West,Evening,Wednesday,Sunny,Medium,No,19.0,6,29,234,9,18,High
7866,Assault,South,Morning,Wednesday,,,Yes,,18,31,17,4,7,Medium
7867,Assault,West,Afternoon,Thursday,Sunny,High,Yes,9.0,17,26,320,1,11,Medium
7868,Medical,Central,Evening,Wednesday,Sunny,Medium,Yes,15.0,7,12,259,7,15,High
7869,Fire,Central,Night,Friday,Sunny,High,No,10.0,18,5,119,6,20,High
7870,Accident,Central,Evening,Sunday,Rainy,Medium,Yes,20.0,20,16,162,8,15,High
7871,Accident,West,Evening,Sunday,Rainy,Low,Yes,24.0,16,18,90,5,16,High
7872,Fire,East,Night,Wednesday,Rainy,Low,Yes,13.0,9,35,458,7,13,High
7873,Assault,West,Night,Saturday,Sunny,Medium,No,25.0,17,28,41,1,15,Medium
7874,Accident,Central,Afternoon,Wednesday,Rainy,High,No,23.0,28,32,456,4,0,Medium
7875,Theft,North,Afternoon,Thursday,Sunny,Low,Yes,15.0,22,7,332,8,12,High
7876,Accident,East,Evening,Thursday,Cloudy,High,Yes,13.0,7,12,71,8,13,High
7877,Fire,North,Morning,Friday,Cloudy,Low,No,10.0,13,7,469,6,4,High
7878,Assault,Central,Evening,Wednesday,,,No,,30,32,108,5,13,High
7879,Accident,North,Afternoon,Monday,,,No,,26,6,417,5,19,High
7880,Theft,Central,Morning,Saturday,Rainy,High,No,24.0,26,15,194,4,18,High
7881,Medical,East,Night,Friday,Sunny,High,Yes,19.0,17,29,43,8,0,Medium
7882,Medical,North,Night,Friday,Cloudy,Medium,Yes,21.0,9,33,285,3,6,Medium
7883,Fire,North,Morning,Wednesday,Rainy,Low,Yes,16.0,23,4,387,8,16,High
7884,Assault,West,Morning,Thursday,Sunny,Low,No,22.0,26,10,435,10,14,High
7885,Theft,West,Afternoon,Sunday,Rainy,Medium,Yes,24.0,8,10,53,1,16,High
7886,Fire,West,Morning,Monday,Rainy,High,Yes,14.0,27,11,264,8,8,High
7887,Assault,Central,Evening,Monday,Rainy,Medium,No,9.0,14,32,358,9,17,High
7888,Medical,East,Night,Thursday,Sunny,Medium,No,3.0,21,31,228,10,16,High
7889,Theft,West,Morning,Thursday,Rainy,Low,Yes,9.0,14,28,85,8,7,High
